collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position
Notre Dame,FBS Independents,New Orleans,1968,7,1,7,Kevin Hardy,Defensive Tackle
Kentucky,SEC,Jacksonville,2019,7,1,7,Josh Allen,Outside Linebacker
Notre Dame,FBS Independents,San Francisco,1978,7,1,7,Ken MacAfee,Tight End
San Diego State,PCAA,Green Bay,1972,7,1,7,Willie Buchanon,Defensive Back
Washington,Pac-10,Detroit,1987,7,1,7,Reggie Rogers,Defensive End
Auburn,SEC,Carolina,2020,7,1,7,Derrick Brown,Defensive Tackle
Maryland,ACC,New Orleans,1977,7,1,7,Joe Campbell,Defensive End
Wisconsin,Big Ten,Miami,1992,7,1,7,Troy Vincent,Defensive Back
Oklahoma,Big 12,Minnesota,2007,7,1,7,Adrian Peterson,Running Back
Notre Dame,FBS Independents,San Francisco,1994,7,1,7,Bryant Young,Defensive Tackle
South Carolina,SEC,Minnesota,2005,7,1,7,Troy Williamson,Wide Receiver
Georgia,SEC,Washington,1999,7,1,7,Champ Bailey,Defensive Back
Texas A&M,SEC,Tampa Bay,2014,7,1,7,Mike Evans,Wide Receiver
Colorado,Big 8,Arizona,1974,7,1,7,J.V. Cain,Tight End
Louisiana Monroe,,Atlanta,1971,7,1,7,Joe Profit,Running Back
Nebraska,Big 8,Atlanta,1980,7,1,7,Junior Miller,Tight End
Florida,SEC,New York,1997,7,1,7,Ike Hilliard,Wide Receiver
USC,Pac-10,Chicago,1993,7,1,7,Curtis Conway,Wide Receiver
Texas,Big 12,Las Vegas,2006,7,1,7,Michael Huff,Defensive Back
USC,Pac-10,Green Bay,1985,7,1,7,Ken Ruettgers,Offensive Tackle
Wyoming,Mountain West,Buffalo,2018,7,1,7,Josh Allen,Quarterback
Miami,Big East,Minnesota,2002,7,1,7,Bryant McKinnie,Offensive Tackle
Clemson,ACC,Los Angeles,2017,7,1,7,Mike Williams,Wide Receiver
West Virginia,Big 12,Chicago,2015,7,1,7,Kevin White,Wide Receiver
West Virginia,FBS Independents,Kansas City,1986,7,1,7,Brian Jozwiak,Offensive Guard
Purdue,Big Ten,New Orleans,1975,7,1,7,Larry Burton,Wide Receiver
Georgia,SEC,Pittsburgh,1989,7,1,7,Tim Worley,Running Back
Boston College,Big East,Philadelphia,1995,7,1,7,Mike Mamula,Defensive End
Morehead State,,New York,1979,7,1,7,Phil Simms,Quarterback
Penn State,FBS Independents,Kansas City,1983,7,1,7,Todd Blackledge,Quarterback
Florida,SEC,Cleveland,2010,7,1,7,Joe Haden,Cornerback
North Carolina,ACC,Arizona,2013,7,1,7,Jonathan Cooper,Offensive Guard
Missouri,Big 12,San Francisco,2011,7,1,7,Aldon Smith,Defensive End
Pittsburgh,FBS Independents,Tampa Bay,1981,7,1,7,Hugh Green,Linebacker
Virginia Tech,Big East,Atlanta,2004,8,1,8,DeAngelo Hall,Defensive Back
Washington,Pac-10,Tennessee,2011,8,1,8,Jake Locker,Quarterback
Stanford,Pac-12,Carolina,2017,8,1,8,Christian McCaffrey,Running Back
Tennessee,SEC,Philadelphia,1991,8,1,8,Antone Davis,Offensive Tackle
Texas A&M,Big 12,Miami,2012,8,1,8,Ryan Tannehill,Quarterback
Ohio State,Big Ten,Arizona,1999,8,1,8,David Boston,Wide Receiver
Houston,Southwest,Cincinnati,1977,8,1,8,Wilson Whitley,Defensive Tackle
Michigan State,Big Ten,Pittsburgh,2000,8,1,8,Plaxico Burress,Wide Receiver
Louisiana Tech,FBS Independents,New Orleans,1993,8,1,8,Willie Roaf,Offensive Tackle
Oklahoma State,Big 8,Los Angeles,1986,8,1,8,Leslie O'Neal,Defensive End
Penn State,FBS Independents,Detroit,1974,8,1,8,Ed O'Neil,Linebacker
Penn State,FBS Independents,Buffalo,1987,8,1,8,Shane Conlan,Linebacker
Pittsburgh,FBS Independents,Los Angeles,1989,8,1,8,Burt Grossman,Defensive End
North Carolina,ACC,Dallas,1998,8,1,8,Greg Ellis,Defensive End
Arizona,Pac-10,New England,1990,8,1,8,Chris Singleton,Linebacker
Clemson,ACC,Arizona,2020,8,1,8,Isaiah Simmons,Outside Linebacker
Virginia,ACC,New York,1997,8,1,8,James Farrior,Linebacker
Georgia,SEC,New Orleans,1972,8,1,8,Royce Smith,Offensive Guard
Georgia,SEC,Chicago,2018,8,1,8,Roquan Smith,Outside Linebacker
Ohio State,Big Ten,Seattle,1995,8,1,8,Joey Galloway,Wide Receiver
Penn State,FBS Independents,Tennessee,1982,8,1,8,Mike Munchak,Offensive Guard
Syracuse,FBS Independents,Miami,1968,8,1,8,Larry Csonka,Running Back
Texas A&M,Southwest,Arizona,1970,8,1,8,Larry Stegent,Running Back
Utah,Mountain West,Carolina,2003,8,1,8,Jordan Gross,Offensive Tackle
Florida,SEC,Los Angeles,1969,8,1,8,Larry Smith,Running Back
Washington,Pac-10,Tampa Bay,1985,8,1,8,Ron Holmes,Defensive End
Vanderbilt,SEC,Indianapolis,1984,8,1,8,Leonard Coleman,Defensive Back
Ohio State,Big Ten,Buffalo,2006,8,1,8,Donte' Whitner,Defensive Back
Mississippi State,SEC,Philadelphia,1983,8,1,8,Michael Haddix,Running Back
Clemson,ACC,Atlanta,2015,8,1,8,Vic Beasley,Outside Linebacker
Michigan,Big Ten,Chicago,2001,8,1,8,David Terrell,Wide Receiver
Texas A&M,Southwest,Seattle,1994,8,1,8,Sam Adams,Defensive Tackle
Oklahoma,Big 12,Dallas,2002,8,1,8,Roy Williams,Defensive Back
Florida,SEC,Jacksonville,2008,8,1,8,Derrick Harvey,Defensive End
Wisconsin,Big Ten,Chicago,1976,8,1,8,Dennis Lick,Offensive Tackle
Oklahoma State,Big 12,Cleveland,2014,8,1,8,Justin Gilbert,Cornerback
Miami,FBS Independents,Arizona,1979,8,1,8,Ottis Anderson,Running Back
Stanford,Pac-10,Atlanta,1992,8,1,8,Bob Whitfield,Offensive Tackle
Notre Dame,FBS Independents,Cincinnati,1978,8,1,8,Ross Browner,Defensive End
Colorado,Big 8,New York,1980,8,1,8,Mark Haynes,Defensive Back
Alabama,SEC,Las Vegas,2010,8,1,8,Rolando McClain,Inside Linebacker
Grambling,,Los Angeles,1975,8,1,8,Gary Johnson,Defensive Tackle
Miami,ACC,Arizona,2005,8,1,8,Antrel Rolle,Defensive Back
Michigan State,Big Ten,Tennessee,2016,8,1,8,Jack Conklin,Offensive Tackle
Michigan State,Big Ten,Minnesota,1967,8,1,8,Gene Washington,Wide Receiver
Eastern Kentucky,,Chicago,1973,8,1,8,Wally Chambers,Defensive End
Arkansas,SEC,Atlanta,2007,8,1,8,Jamaal Anderson,Defensive End
West Virginia,Big 12,Los Angeles,2013,8,1,8,Tavon Austin,Wide Receiver
USC,Pac-10,San Francisco,1981,8,1,8,Ronnie Lott,Defensive Back
Grambling,,Pittsburgh,1971,8,1,8,Frank Lewis,Wide Receiver
Iowa,Big Ten,Detroit,2019,8,1,8,T.J. Hockenson,Tight End
Virginia,ACC,Jacksonville,2009,8,1,8,Eugene Monroe,Offensive Tackle
South Carolina,SEC,Carolina,2021,8,1,8,Jaycee Horn,Cornerback
Arizona State,Pac-10,Chicago,1979,9,1,9,Al Harris,Defensive End
Houston,American Athletic,Buffalo,2019,9,1,9,Ed Oliver,Defensive Tackle
Michigan,Big Ten,Los Angeles,1981,9,1,9,Mel Owens,Linebacker
Notre Dame,FBS Independents,Los Angeles,1975,9,1,9,Mike Fanning,Defensive Tackle
Washington,Pac-10,Atlanta,1993,9,1,9,Lincoln Kennedy,Offensive Tackle
Penn State,Big Ten,New York,1995,9,1,9,Kyle Brady,Tight End
Oklahoma State,Big 12,Minnesota,2003,9,1,9,Kevin Williams,Defensive Tackle
Memphis,FBS Independents,Seattle,1978,9,1,9,Keith Simpson,Defensive Back
Texas,Southwest,Los Angeles,1991,9,1,9,Stanley Richard,Defensive Back
Washington,Pac-10,Minnesota,1980,9,1,9,Doug Martin,Defensive End
Auburn,SEC,Washington,2005,9,1,9,Carlos Rogers,Defensive Back
Ohio State,Big Ten,Miami,2007,9,1,9,"Ted Ginn, Jr.",Wide Receiver
Clemson,ACC,Buffalo,2010,9,1,9,C.J. Spiller,Running Back
Kansas,Big 8,Green Bay,1977,9,1,9,Mike Butler,Defensive End
NC State,ACC,Seattle,2001,9,1,9,Koren Robinson,Wide Receiver
Indiana,Big Ten,Philadelphia,1985,9,1,9,Kevin Allen,Offensive Tackle
Boston College,ACC,Green Bay,2009,9,1,9,B.J. Raji,Defensive Tackle
USC,Pac-10,Tennessee,1983,9,1,9,Bruce Matthews,Offensive Guard
Florida,SEC,Jacksonville,2020,9,1,9,CJ Henderson,Cornerback
Temple,FBS Independents,Pittsburgh,1986,9,1,9,John Rienstra,Offensive Guard
Tennessee,SEC,Jacksonville,2002,9,1,9,John Henderson,Defensive Tackle
Alabama,SEC,Denver,2021,9,1,9,Pat Surtain II,Cornerback
USC,Pac-10,Cincinnati,2008,9,1,9,Keith Rivers,Outside Linebacker
Washington,Pac-12,Cincinnati,2017,9,1,9,John Ross,Wide Receiver
USC,Pac-10,Detroit,1999,9,1,9,Chris Claiborne,Linebacker
Columbia,Ivy,Los Angeles,1969,9,1,9,Marty Domres,Quarterback
USC,Pac-10,Dallas,2011,9,1,9,Tyron Smith,Offensive Tackle
Alabama,SEC,San Francisco,1974,9,1,9,Wilbur Jackson,Running Back
Florida State,FBS Independents,Miami,1989,9,1,9,Sammie Smith,Running Back
Florida,SEC,Jacksonville,1998,9,1,9,Fred Taylor,Running Back
Alabama,SEC,New York,2013,9,1,9,Dee Milliner,Cornerback
North Texas,Missouri Valley,San Francisco,1970,9,1,9,Cedrick Hardman,Defensive End
Boston College,FBS Independents,Green Bay,1967,9,1,9,Bob Hyland,Center
Ohio State,Big Ten,Green Bay,1971,9,1,9,John Brockington,Running Back
Miami,ACC,New York,2015,9,1,9,Ereck Flowers,Offensive Tackle
San Diego State,,Buffalo,1968,9,1,9,Haven Moses,Wide Receiver
Boston College,ACC,Carolina,2012,9,1,9,Luke Kuechly,Inside Linebacker
Notre Dame,FBS Independents,San Francisco,2018,9,1,9,Mike McGlinchey,Offensive Tackle
Iowa,Big Ten,Arizona,1997,9,1,9,Tommy Knight,Defensive Back
Texas A&M,Southwest,Atlanta,1976,9,1,9,Bubba Bean,Running Back
Purdue,Big Ten,Denver,1973,9,1,9,Otis Armstrong,Running Back
Jackson State,,New York,1972,9,1,9,Jerome Barkum,Tight End
Alabama,SEC,Cleveland,1994,9,1,9,Antonio Langham,Defensive Back
New Mexico,Mountain West,Chicago,2000,9,1,9,Brian Urlacher,Linebacker
Stanford,Pac-10,Cleveland,1992,9,1,9,Tommy Vardell,Running Back
Miami,FBS Independents,Philadelphia,1987,9,1,9,Jerome Brown,Defensive Tackle
Georgia,SEC,Chicago,2016,9,1,9,Leonard Floyd,Outside Linebacker
UCLA,Pac-12,Minnesota,2014,9,1,9,Anthony Barr,Outside Linebacker
Washington,Pac-10,Jacksonville,2004,9,1,9,Reggie Williams,Wide Receiver
Florida State,ACC,Detroit,2006,9,1,9,Ernie Sims,Linebacker
Texas A&M,Southwest,Miami,1990,9,1,9,Richmond Webb,Offensive Tackle
Arizona State,Pac-10,Atlanta,1982,9,1,9,Gerald Riggs,Running Back
Oklahoma,Big 8,Atlanta,1984,9,1,9,Rick Bryan,Defensive Tackle
Texas Tech,Big 12,San Francisco,2009,10,1,10,Michael Crabtree,Wide Receiver
Texas Tech,Big 12,Kansas City,2017,10,1,10,Patrick Mahomes,Quarterback
Clemson,ACC,New York,1983,10,1,10,Terry Kinard,Defensive Back
Grambling,,Detroit,1976,10,1,10,James Hunter,Defensive Back
Florida,SEC,Baltimore,2000,10,1,10,Travis Taylor,Wide Receiver
NC State,ACC,New England,1990,10,1,10,Ray Agnew,Defensive End
Wisconsin,Big Ten,New York,1985,10,1,10,Al Toon,Wide Receiver
Notre Dame,FBS Independents,Los Angeles,1993,10,1,10,Jerome Bettis,Running Back
Alabama,SEC,Cleveland,2020,10,1,10,Jedrick Wills Jr.,Offensive Tackle
South Carolina,SEC,Houston,2004,10,1,10,Dunta Robinson,Defensive Back
Baylor,Southwest,Kansas City,1977,10,1,10,Gary Green,Defensive Back
Notre Dame,FBS Independents,Los Angeles,1969,10,1,10,Jim Seymour,Wide Receiver
California,Pac-10,Jacksonville,2010,10,1,10,Tyson Alualu,Defensive Tackle
Texas Southern,,New Orleans,1970,10,1,10,Ken Burrough,Wide Receiver
Louisville,Big East,Houston,2007,10,1,10,Amobi Okoye,Defensive Tackle
Mississippi State,SEC,San Francisco,1975,10,1,10,Jimmy Webb,Defensive Tackle
Southern,,Los Angeles,1971,10,1,10,Isiah Robertson,Linebacker
Ohio State,Big Ten,Philadelphia,1986,10,1,10,Keith Byars,Running Back
Colorado,Big 12,New Orleans,1997,10,1,10,Chris Naeole,Offensive Guard
Syracuse,FBS Independents,Indianapolis,1973,10,1,10,Joe Ehrmann,Defensive Tackle
North Carolina,ACC,Detroit,2014,10,1,10,Eric Ebron,Tight End
Florida State,ACC,Green Bay,2001,10,1,10,Jamal Reynolds,Defensive End
LSU,SEC,Arizona,1989,10,1,10,Eric Hill,Linebacker
Arizona State,Pac-10,Baltimore,2003,10,1,10,Terrell Suggs,Linebacker
Alabama,SEC,Philadelphia,2021,10,1,10,DeVonta Smith,Wide Receiver
SMU,Southwest,New York,1984,10,1,10,Russell Carter,Defensive Back
Purdue,Big Ten,Pittsburgh,1987,10,1,10,Rod Woodson,Defensive Back
Alabama,SEC,Tennessee,2013,10,1,10,Chance Warmack,Offensive Guard
Miami,Big East,Baltimore,1998,10,1,10,Duane Starks,Defensive Back
Michigan,Big Ten,Pittsburgh,2019,10,1,10,Devin Bush,Inside Linebacker
Arkansas,Southwest,Chicago,1967,10,1,10,Loyd Phillips,Defensive End
Virginia,ACC,Detroit,1991,10,1,10,Herman Moore,Wide Receiver
Virginia,ACC,Seattle,1992,10,1,10,Ray Roberts,Offensive Tackle
Texas A&M,Southwest,Seattle,1980,10,1,10,Jacob Green,Defensive End
Georgia,SEC,Los Angeles,2015,10,1,10,Todd Gurley,Running Back
Stanford,Pac-8,Minnesota,1972,10,1,10,Jeff Siemon,Linebacker
Stanford,Pac-8,New York,1978,10,1,10,Gordon King,Offensive Tackle
Arizona,Pac-10,Baltimore,1999,10,1,10,Chris McAlister,Defensive Back
Penn State,FBS Independents,Detroit,1979,10,1,10,Keith Dorney,Offensive Tackle
UCLA,Pac-8,San Francisco,1974,10,1,10,Bill Sandifer,Defensive Tackle
Missouri,Big 12,Jacksonville,2011,10,1,10,Blaine Gabbert,Quarterback
USC,AAWU,Pittsburgh,1968,10,1,10,Mike Taylor,Offensive Tackle
South Carolina,SEC,Buffalo,2012,10,1,10,Stephon Gilmore,Cornerback
Arizona State,Pac-10,Cincinnati,2002,10,1,10,Levi Jones,Offensive Tackle
USC,Pac-10,Arizona,2006,10,1,10,Matt Leinart,Quarterback
UCLA,Pac-10,San Francisco,1995,10,1,10,J.J. Stokes,Wide Receiver
UCLA,Pac-10,Arizona,1994,10,1,10,Jamir Miller,Linebacker
Kansas,Big 8,Cincinnati,1981,10,1,10,David Verser,Wide Receiver
Ohio State,Big Ten,New York,2016,10,1,10,Eli Apple,Cornerback
USC,Pac-10,Las Vegas,1982,10,1,10,Marcus Allen,Running Back
Tennessee,SEC,New England,2008,10,1,10,Jerod Mayo,Outside Linebacker
USC,Pac-10,Detroit,2005,10,1,10,Mike Williams,Wide Receiver
UCLA,Pac-12,Arizona,2018,10,1,10,Josh Rosen,Quarterback
Michigan,Big Ten,Tennessee,2014,11,1,11,Taylor Lewan,Offensive Tackle
USC,Pac-10,Kansas City,1980,11,1,11,Brad Budde,Center
Nebraska,Big 12,Atlanta,1997,11,1,11,Michael Booker,Defensive Back
Troy,Sun Belt,Dallas,2005,11,1,11,DeMarcus Ware,Defensive End
Vanderbilt,SEC,Denver,2006,11,1,11,Jay Cutler,Quarterback
Clemson,ACC,Chicago,1989,11,1,11,Donnell Woolford,Defensive Back
UCF,FBS Independents,Minnesota,1999,11,1,11,Daunte Culpepper,Quarterback
Arizona,Pac-10,Las Vegas,1990,11,1,11,Anthony Smith,Defensive End
Wisconsin,Big Ten,New York,2000,11,1,11,Ron Dayne,Running Back
Oklahoma,Big 8,Cincinnati,1976,11,1,11,William Brooks,Wide Receiver
Miami,Big East,Pittsburgh,1992,11,1,11,Leon Searcy,Offensive Tackle
Georgia,SEC,Miami,1969,11,1,11,Bill Stanfill,Defensive End
Ole Miss,SEC,San Francisco,2007,11,1,11,Patrick Willis,Linebacker
Wisconsin,Big Ten,Houston,2011,11,1,11,J.J. Watt,Defensive End
Missouri,Big 8,Chicago,1971,11,1,11,Joe Moore,Running Back
Notre Dame,FBS Independents,Detroit,1978,11,1,11,Luther Bradley,Defensive Back
Memphis,Conference USA,Kansas City,2012,11,1,11,Dontari Poe,Defensive Tackle
Michigan State,Big Ten,Minnesota,2015,11,1,11,Trae Waynes,Cornerback
BYU,Western Athletic,New Orleans,1987,11,1,11,Shawn Knight,Defensive End
Pittsburgh,FBS Independents,Green Bay,1983,11,1,11,Tim Lewis,Defensive Back
Washington,Pac-10,Cincinnati,1986,11,1,11,Joe Kelly,Linebacker
Wisconsin,Big Ten,Tennessee,1985,11,1,11,Richard Johnson,Defensive Back
Rutgers,Big East,San Francisco,2010,11,1,11,Anthony Davis,Offensive Tackle
Tennessee,SEC,Kansas City,1982,11,1,11,Anthony Hancock,Wide Receiver
Troy,Sun Belt,Buffalo,2008,11,1,11,Leodis McKelvin,Cornerback
Syracuse,Big East,Indianapolis,2002,11,1,11,Dwight Freeney,Defensive End
Florida,SEC,Tampa Bay,2016,11,1,11,Vernon Hargreaves III,Cornerback
Toledo,Mid-American,Denver,1993,11,1,11,Dan Williams,Defensive End
Alabama,SEC,Los Angeles,2013,11,1,11,D.J. Fluker,Offensive Tackle
Florida State,ACC,Philadelphia,1998,11,1,11,William Thomas,Offensive Tackle
Florida,SEC,Chicago,1984,11,1,11,Wilber Marshall,Linebacker
Colorado,Big 8,Denver,1970,11,1,11,Bobby Anderson,Running Back
Nebraska,Big 8,Green Bay,1972,11,1,11,Jerry Tagge,Quarterback
Miami,Big East,Carolina,2001,11,1,11,Dan Morgan,Linebacker
Penn State,FBS Independents,Los Angeles,1974,11,1,11,John Cappelletti,Running Back
Washington State,Pac-10,Seattle,2003,11,1,11,Marcus Trufant,Defensive Back
Ohio State,Big Ten,New Orleans,2017,11,1,11,Marshon Lattimore,Cornerback
Alcorn State,,Chicago,1994,11,1,11,John Thierry,Linebacker
UMass,,Detroit,1968,11,1,11,Greg Landry,Quarterback
USC,Pac-10,New England,1991,11,1,11,Pat Harlow,Offensive Tackle
Alabama,SEC,Cincinnati,2019,11,1,11,Jonah Williams,Offensive Tackle
Miami (OH),Mid-American,Pittsburgh,2004,11,1,11,Ben Roethlisberger,Quarterback
Florida State,ACC,Minnesota,1995,11,1,11,Derrick Alexander,Defensive End
Louisville,ACC,New York,2020,11,1,11,Mekhi Becton,Offensive Tackle
Miami,FBS Independents,Los Angeles,1975,11,1,11,Dennis Harrah,Offensive Guard
Ohio State,Big Ten,Chicago,2021,11,1,11,Justin Fields,Quarterback
USC,Pac-8,New England,1973,11,1,11,Sam Cunningham,Running Back
Alabama,SEC,Miami,2018,11,1,11,Minkah Fitzpatrick,Safety
USC,Pac-10,Chicago,1981,11,1,11,Keith Van Horne,Offensive Tackle
Texas,Southwest,New Orleans,1979,11,1,11,Russell Erxleben,Punter
Penn State,Big Ten,Buffalo,2009,11,1,11,Aaron Maybin,Defensive End
Northwestern,Big Ten,San Francisco,1967,11,1,11,Casimir Banaszek,Tight End
Missouri,Big 8,Tennessee,1977,11,1,11,Morris Towns,Offensive Tackle
Iowa,Big Ten,Detroit,1986,12,1,12,Chuck Long,Quarterback
USC,Pac-8,Denver,1971,12,1,12,Marv Montgomery,Offensive Tackle
Nebraska,Big 8,Dallas,1987,12,1,12,Danny Noonan,Defensive Tackle
Oregon,Pac-10,Baltimore,2006,12,1,12,Haloti Ngata,Defensive Tackle
Penn State,Big Ten,Dallas,2021,12,1,12,Micah Parsons,Inside Linebacker
Miami,Big East,Los Angeles,2001,12,1,12,Damione Lewis,Defensive Tackle
Richmond,Southern,Green Bay,1974,12,1,12,Barty Smith,Running Back
Villanova,FBS Independents,Green Bay,1969,12,1,12,Rich Moore,Defensive Tackle
Penn State,Big Ten,Los Angeles,2003,12,1,12,Jimmy Kennedy,Defensive Tackle
Maryland,ACC,Los Angeles,2005,12,1,12,Shawne Merriman,Linebacker
Miami,Big East,Tampa Bay,1995,12,1,12,Warren Sapp,Defensive Tackle
USC,Pac-8,Cleveland,1978,12,1,12,Clay Matthews,Linebacker
Oregon,AAWU,Washington,1968,12,1,12,Jim Smith,Defensive Back
Florida State,ACC,Tampa Bay,1997,12,1,12,Warrick Dunn,Running Back
Tennessee,SEC,New York,2000,12,1,12,Shaun Ellis,Defensive End
Colorado,Big 8,New Orleans,1980,12,1,12,Stan Brock,Offensive Tackle
Clemson,ACC,Houston,2017,12,1,12,Deshaun Watson,Quarterback
Miami,Big East,New York,2004,12,1,12,Jonathan Vilma,Linebacker
Alabama,SEC,Las Vegas,2020,12,1,12,Henry Ruggs III,Wide Receiver
Michigan,Big Ten,Green Bay,2019,12,1,12,Rashan Gary,Defensive End
Miami,FBS Independents,Minnesota,1973,12,1,12,Chuck Foreman,Running Back
Ohio State,Big Ten,Los Angeles,1985,12,1,12,Jim Lachey,Offensive Tackle
Georgia Tech,ACC,Atlanta,1998,12,1,12,Keith Brooking,Linebacker
Georgia Tech,ACC,Miami,1992,12,1,12,Marco Coleman,Defensive End
Texas A&M,Southwest,New York,1994,12,1,12,Aaron Glenn,Defensive Back
Texas A&M,Southwest,Las Vegas,1993,12,1,12,Patrick Bates,Defensive Back
Colorado,Big 8,New England,1976,12,1,12,Pete Brock,Center
California,Pac-10,Buffalo,2007,12,1,12,Marshawn Lynch,Running Back
Boise State,Western Athletic,Denver,2008,12,1,12,Ryan Clady,Offensive Tackle
Oklahoma State,Big 8,Buffalo,1977,12,1,12,Phil Dokes,Defensive Tackle
Washington,Pac-12,Cleveland,2015,12,1,12,Danny Shelton,Defensive Tackle
Ohio State,Big Ten,New Orleans,1975,12,1,12,Kurt Schumacher,Offensive Guard
Fresno State,Western Athletic,Los Angeles,2010,12,1,12,Ryan Mathews,Running Back
Georgia,SEC,Denver,2009,12,1,12,Knowshon Moreno,Running Back
UCLA,Pac-10,Chicago,1999,12,1,12,Cade McNown,Quarterback
Washington,Pac-12,Tampa Bay,2018,12,1,12,Vita Vea,Defensive Tackle
The Citadel,Southern,Atlanta,1970,12,1,12,John Small,Defensive Tackle
Tennessee,SEC,Dallas,1991,12,1,12,Alvin Harper,Wide Receiver
Notre Dame,FBS Independents,Buffalo,1983,12,1,12,Tony Hunter,Tight End
Baylor,Southwest,Cincinnati,1990,12,1,12,James Francis,Linebacker
Louisville,ACC,New Orleans,2016,12,1,12,Sheldon Rankins,Defensive Tackle
Pittsburgh,FBS Independents,Indianapolis,1981,12,1,12,Randy McMillan,Running Back
Baylor,Southwest,Pittsburgh,1982,12,1,12,Walter Abercrombie,Running Back
LSU,SEC,New York,2014,12,1,12,Odell Beckham Jr.,Wide Receiver
LSU,SEC,Cincinnati,1979,12,1,12,Charles Alexander,Running Back
Florida State,FBS Independents,Green Bay,1984,12,1,12,Alphonso Carreker,Defensive End
Notre Dame,FBS Independents,New York,1967,12,1,12,Paul Seiler,Offensive Tackle
Mississippi State,SEC,Philadelphia,2012,12,1,12,Fletcher Cox,Defensive Tackle
Wisconsin,Big Ten,Arizona,2002,12,1,12,Wendell Bryant,Defensive Tackle
Iowa,Big Ten,Chicago,1972,12,1,12,Craig Clemons,Defensive Back
Houston,Conference USA,Las Vegas,2013,12,1,12,D.J. Hayden,Cornerback
Florida,SEC,Chicago,1989,12,1,12,Trace Armstrong,Defensive End
Florida State,ACC,Minnesota,2011,12,1,12,Christian Ponder,Quarterback
Ohio State,Big Ten,New Orleans,1974,13,1,13,Rick Middleton,Linebacker
LSU,SEC,Miami,1977,13,1,13,A.J. Duhe,Linebacker
South Dakota State,,Detroit,1975,13,1,13,Lynn Boden,Offensive Guard
Rice,Southwest,San Francisco,1980,13,1,13,Earl Cooper,Running Back
USC,Pac-10,Los Angeles,1986,13,1,13,James Fitzpatrick,Offensive Tackle
Missouri,Big 8,Los Angeles,1979,13,1,13,Kellen Winslow,Tight End
Oklahoma,Big 8,New York,1970,13,1,13,Jim Files,Linebacker
Illinois,Big Ten,Tennessee,1993,13,1,13,Brad Hopkins,Offensive Tackle
Northwestern,Big Ten,Los Angeles,2021,13,1,13,Rashawn Slater,Offensive Tackle
Texas,Southwest,Cleveland,1989,13,1,13,Eric Metcalf,Running Back
Clemson,ACC,Miami,2019,13,1,13,Christian Wilkins,Defensive Tackle
Idaho,FBS Independents,Washington,1967,13,1,13,Ray McDonald,Running Back
Washington State,Pac-10,New Orleans,1995,13,1,13,Mark Fields,Linebacker
Florida,SEC,Detroit,1983,13,1,13,James Jones,Running Back
Texas A&M,Big 12,New England,2003,13,1,13,Ty Warren,Defensive End
Florida State,ACC,Cleveland,2006,13,1,13,Kamerion Wimbley,Defensive End
Louisville,FBS Independents,New Orleans,1994,13,1,13,Joe Johnson,Defensive End
Colorado,Big 8,New York,1976,13,1,13,Troy Archer,Defensive Tackle
Wisconsin,Big Ten,Buffalo,2004,13,1,13,Lee Evans,Wide Receiver
Virginia Tech,Big East,New England,1992,13,1,13,Eugene Chung,Offensive Tackle
Pittsburgh,ACC,Los Angeles,2014,13,1,13,Aaron Donald,Defensive Tackle
Oklahoma,Big 8,Miami,1981,13,1,13,David Overstreet,Running Back
Long Beach State,PCAA,Los Angeles,1971,13,1,13,Leon Burns,Running Back
Alabama,SEC,Washington,2018,13,1,13,Da'Ron Payne,Defensive Tackle
Nebraska,Big 12,Los Angeles,2007,13,1,13,Adam Carriker,Defensive End
Washington State,Pac-10,Minnesota,1984,13,1,13,Keith Millard,Defensive Tackle
Ole Miss,SEC,Miami,2016,13,1,13,Laremy Tunsil,Offensive Tackle
Michigan State,Big Ten,Kansas City,1990,13,1,13,Percy Snow,Linebacker
Colorado,Big 8,Atlanta,1991,13,1,13,Mike Pritchard,Wide Receiver
Louisiana Tech,FBS Independents,Pittsburgh,1999,13,1,13,Troy Edwards,Wide Receiver
Auburn,SEC,Cincinnati,1998,13,1,13,Takeo Spikes,Linebacker
Auburn,SEC,Detroit,2011,13,1,13,Nick Fairley,Defensive Tackle
Stanford,Pac-12,New Orleans,2015,13,1,13,Andrus Peat,Offensive Tackle
